 Year Tse_N Tse_0 Tse_P Ts_N Ts_0 Ts_P
  1.75000E+00 -9.00833E-01 -1.40130E+00 -3.15292E+00 -6.11485E-02 -6.20999E-02 -6.30722E-02
  1.83333E+00 -1.00071E+00 -1.55667E+00 -3.50250E+00 -7.38485E-02 -7.51292E-02 -7.64418E-02
  1.91667E+00 -1.10060E+00 -1.71204E+00 -3.85208E+00 -8.74974E-02 -8.91675E-02 -9.08840E-02
  2.00000E+00 -1.20048E+00 -1.86741E+00 -4.20167E+00 -1.02051E-01 -1.04173E-01 -1.06360E-01
  2.08333E+00 -1.13536E+00 -1.76611E+00 -3.97375E+00 -1.15956E-01 -1.18595E-01 -1.21323E-01
  2.16667E+00 -1.07024E+00 -1.66481E+00 -3.74583E+00 -1.27797E-01 -1.31010E-01 -1.34340E-01
  2.25000E+00 -1.00512E+00 -1.56352E+00 -3.51792E+00 -1.37795E-01 -1.41623E-01 -1.45602E-01
  2.33333E+00 -9.40000E-01 -1.46222E+00 -3.29000E+00 -1.46139E-01 -1.50608E-01 -1.55269E-01
  2.41667E+00 -8.74881E-01 -1.36093E+00 -3.06208E+00 -1.52979E-01 -1.58106E-01 -1.63470E-01
  2.50000E+00 -8.09762E-01 -1.25963E+00 -2.83417E+00 -1.58439E-01 -1.64230E-01 -1.70311E-01
  2.58333E+00 -7.44643E-01 -1.15833E+00 -2.60625E+00 -1.62624E-01 -1.69078E-01 -1.75880E-01
  2.66667E+00 -6.79524E-01 -1.05704E+00 -2.37833E+00 -1.65624E-01 -1.72733E-01 -1.80254E-01
  2.75000E+00 -6.14405E-01 -9.55741E-01 -2.15042E+00 -1.67517E-01 -1.75268E-01 -1.83498E-01
  2.83333E+00 -5.49286E-01 -8.54444E-01 -1.92250E+00 -1.68372E-01 -1.76745E-01 -1.85671E-01
  2.91667E+00 -4.84167E-01 -7.53148E-01 -1.69458E+00 -1.68250E-01 -1.77223E-01 -1.86825E-01
  3.00000E+00 -4.19048E-01 -6.51852E-01 -1.46667E+00 -1.67205E-01 -1.76750E-01 -1.87006E-01
  3.08333E+00 -3.82500E-01 -5.95000E-01 -1.33875E+00 -1.65550E-01 -1.75636E-01 -1.86518E-01
  3.16667E+00 -3.45952E-01 -5.38148E-01 -1.21083E+00 -1.63566E-01 -1.74163E-01 -1.85642E-01
  3.25000E+00 -3.09405E-01 -4.81296E-01 -1.08292E+00 -1.61250E-01 -1.72326E-01 -1.84375E-01
  3.33333E+00 -2.72857E-01 -4.24444E-01 -9.55000E-01 -1.58602E-01 -1.70127E-01 -1.82715E-01
  3.41667E+00 -2.36309E-01 -3.67592E-01 -8.27083E-01 -1.55625E-01 -1.67566E-01 -1.80666E-01
  3.50000E+00 -1.99762E-01 -3.10741E-01 -6.99167E-01 -1.52324E-01 -1.64651E-01 -1.78232E-01
  3.58333E+00 -1.63214E-01 -2.53889E-01 -5.71250E-01 -1.48705E-01 -1.61388E-01 -1.75419E-01
  3.66667E+00 -1.26667E-01 -1.97037E-01 -4.43333E-01 -1.44776E-01 -1.57783E-01 -1.72235E-01
  3.75000E+00 -9.01190E-02 -1.40185E-01 -3.15417E-01 -1.40544E-01 -1.53845E-01 -1.68687E-01
  3.83333E+00 -5.35714E-02 -8.33332E-02 -1.87500E-01 -1.36018E-01 -1.49580E-01 -1.64781E-01
  3.91667E+00 -1.70238E-02 -2.64814E-02 -5.95832E-02 -1.31206E-01 -1.44998E-01 -1.60526E-01
  4.00000E+00  1.95238E-02  3.03704E-02  6.83333E-02 -1.26115E-01 -1.40106E-01 -1.55928E-01
  4.08333E+00  1.84127E-02  2.86420E-02  6.44444E-02 -1.21098E-01 -1.35256E-01 -1.51339E-01
  4.16667E+00  1.73016E-02  2.69136E-02  6.05555E-02 -1.16478E-01 -1.30772E-01 -1.47087E-01
  4.25000E+00  1.61905E-02  2.51852E-02  5.66667E-02 -1.12202E-01 -1.26609E-01 -1.43128E-01
  4.33333E+00  1.50794E-02  2.34568E-02  5.27778E-02 -1.08229E-01 -1.22726E-01 -1.39426E-01
  4.41667E+00  1.39682E-02  2.17284E-02  4.88889E-02 -1.04525E-01 -1.19091E-01 -1.35950E-01
  4.50000E+00  1.28571E-02  2.00000E-02  4.50000E-02 -1.01060E-01 -1.15680E-01 -1.32680E-01
  4.58333E+00  1.17460E-02  1.82716E-02  4.11111E-02 -9.78115E-02 -1.12470E-01 -1.29594E-01
  4.66667E+00  1.06349E-02  1.65432E-02  3.72222E-02 -9.47602E-02 -1.09444E-01 -1.26676E-01
  4.75000E+00  9.52380E-03  1.48148E-02  3.33333E-02 -9.18888E-02 -1.06586E-01 -1.23913E-01
  4.83333E+00  8.41269E-03  1.30864E-02  2.94444E-02 -8.91824E-02 -1.03882E-01 -1.21291E-01
  4.91667E+00  7.30158E-03  1.13580E-02  2.55555E-02 -8.66280E-02 -1.01321E-01 -1.18802E-01
  5.00000E+00  6.19047E-03  9.62962E-03  2.16666E-02 -8.42141E-02 -9.88927E-02 -1.16434E-01
  5.08333E+00  7.02380E-03  1.09259E-02  2.45833E-02 -8.19128E-02 -9.65694E-02 -1.14162E-01
  5.16667E+00  7.85714E-03  1.22222E-02  2.75000E-02 -7.96986E-02 -9.43266E-02 -1.11962E-01
  5.25000E+00  8.69047E-03  1.35185E-02  3.04167E-02 -7.75664E-02 -9.21596E-02 -1.09830E-01
  5.33333E+00  9.52381E-03  1.48148E-02  3.33333E-02 -7.55114E-02 -9.00641E-02 -1.07762E-01
  5.41667E+00  1.03571E-02  1.61111E-02  3.62500E-02 -7.35290E-02 -8.80360E-02 -1.05754E-01
  5.50000E+00  1.11905E-02  1.74074E-02  3.91667E-02 -7.16148E-02 -8.60714E-02 -1.03803E-01
  5.58333E+00  1.20238E-02  1.87037E-02  4.20834E-02 -6.97649E-02 -8.41666E-02 -1.01905E-01
  5.66667E+00  1.28572E-02  2.00000E-02  4.50000E-02 -6.79755E-02 -8.23181E-02 -1.00058E-01
  5.75000E+00  1.36905E-02  2.12963E-02  4.79167E-02 -6.62431E-02 -8.05229E-02 -9.82590E-02
  5.83333E+00  1.45238E-02  2.25926E-02  5.08334E-02 -6.45644E-02 -7.87780E-02 -9.65046E-02
  5.91667E+00  1.53572E-02  2.38889E-02  5.37501E-02 -6.29365E-02 -7.70806E-02 -9.47929E-02
  6.00000E+00  1.61905E-02  2.51852E-02  5.66667E-02 -6.13566E-02 -7.54282E-02 -9.31215E-02
  6.08333E+00  5.35714E-03  8.33333E-03  1.87500E-02 -5.99289E-02 -7.39254E-02 -9.15953E-02
  6.16667E+00 -5.47622E-03 -8.51856E-03 -1.91668E-02 -5.87486E-02 -7.26680E-02 -9.03111E-02
  6.25000E+00 -1.63095E-02 -2.53704E-02 -5.70833E-02 -5.77952E-02 -7.16373E-02 -8.92516E-02
  6.33333E+00 -2.71429E-02 -4.22222E-02 -9.50000E-02 -5.70512E-02 -7.08168E-02 -8.84017E-02
  6.41667E+00 -3.79762E-02 -5.90741E-02 -1.32917E-01 -5.65019E-02 -7.01929E-02 -8.77487E-02
  6.50000E+00 -4.88095E-02 -7.59259E-02 -1.70833E-01 -5.61346E-02 -6.97539E-02 -8.72821E-02
  6.58333E+00 -5.96429E-02 -9.27778E-02 -2.08750E-01 -5.59385E-02 -6.94895E-02 -8.69925E-02
  6.66667E+00 -7.04762E-02 -1.09630E-01 -2.46667E-01 -5.59039E-02 -6.93910E-02 -8.68716E-02
  6.75000E+00 -8.13095E-02 -1.26481E-01 -2.84583E-01 -5.60222E-02 -6.94500E-02 -8.69120E-02
  6.83333E+00 -9.21429E-02 -1.43333E-01 -3.22500E-01 -5.62855E-02 -6.96595E-02 -8.71072E-02
  6.91667E+00 -1.02976E-01 -1.60185E-01 -3.60417E-01 -5.66869E-02 -7.00128E-02 -8.74509E-02
  7.00000E+00 -1.13810E-01 -1.77037E-01 -3.98333E-01 -5.72199E-02 -7.05038E-02 -8.79377E-02
  7.08333E+00 -1.03254E-01 -1.60617E-01 -3.61389E-01 -5.76825E-02 -7.09310E-02 -8.83663E-02
  7.16667E+00 -9.26984E-02 -1.44197E-01 -3.24444E-01 -5.78905E-02 -7.11091E-02 -8.85509E-02
  7.25000E+00 -8.21429E-02 -1.27778E-01 -2.87500E-01 -5.78721E-02 -7.10643E-02 -8.85152E-02
  7.33333E+00 -7.15873E-02 -1.11358E-01 -2.50555E-01 -5.76510E-02 -7.08186E-02 -8.82800E-02
  7.41667E+00 -6.10317E-02 -9.49382E-02 -2.13611E-01 -5.72463E-02 -7.03895E-02 -8.78612E-02
  7.50000E+00 -5.04762E-02 -7.85185E-02 -1.76667E-01 -5.66734E-02 -6.97915E-02 -8.72722E-02
  7.58333E+00 -3.99206E-02 -6.20987E-02 -1.39722E-01 -5.59454E-02 -6.90367E-02 -8.65241E-02
  7.66667E+00 -2.93650E-02 -4.56789E-02 -1.02778E-01 -5.50735E-02 -6.81354E-02 -8.56263E-02
  7.75000E+00 -1.88095E-02 -2.92592E-02 -6.58333E-02 -5.40673E-02 -6.70965E-02 -8.45871E-02
  7.83333E+00 -8.25394E-03 -1.28395E-02 -2.88888E-02 -5.29353E-02 -6.59279E-02 -8.34136E-02
  7.91667E+00  2.30164E-03  3.58033E-03  8.05574E-03 -5.16851E-02 -6.46365E-02 -8.21123E-02
  8.00000E+00  1.28571E-02  2.00000E-02  4.50000E-02 -5.03233E-02 -6.32287E-02 -8.06888E-02
  8.08333E+00  1.28571E-02  2.00000E-02  4.50000E-02 -4.89526E-02 -6.18066E-02 -7.92451E-02
  8.16667E+00  1.28572E-02  2.00000E-02  4.50000E-02 -4.76667E-02 -6.04643E-02 -7.78752E-02
  8.25000E+00  1.28572E-02  2.00000E-02  4.50000E-02 -4.64541E-02 -5.91911E-02 -7.65695E-02
  8.33333E+00  1.28572E-02  2.00000E-02  4.50000E-02 -4.53053E-02 -5.79781E-02 -7.53195E-02
  8.41667E+00  1.28572E-02  2.00000E-02  4.50000E-02 -4.42128E-02 -5.68185E-02 -7.41191E-02
  8.50000E+00  1.28572E-02  2.00000E-02  4.50000E-02 -4.31708E-02 -5.57068E-02 -7.29633E-02
  8.58333E+00  1.28572E-02  2.00000E-02  4.50000E-02 -4.21744E-02 -5.46385E-02 -7.18478E-02
  8.66667E+00  1.28572E-02  2.00000E-02  4.50001E-02 -4.12195E-02 -5.36101E-02 -7.07695E-02
  8.75000E+00  1.28572E-02  2.00000E-02  4.50001E-02 -4.03028E-02 -5.26182E-02 -6.97252E-02
  8.83333E+00  1.28572E-02  2.00000E-02  4.50001E-02 -3.94213E-02 -5.16601E-02 -6.87127E-02
  8.91667E+00  1.28572E-02  2.00000E-02  4.50001E-02 -3.85724E-02 -5.07336E-02 -6.77297E-02
  9.00000E+00  1.28572E-02  2.00000E-02  4.50001E-02 -3.77538E-02 -4.98365E-02 -6.67744E-02
  9.08333E+00  1.19048E-02  1.85185E-02  4.16667E-02 -3.69723E-02 -4.89757E-02 -6.58538E-02
  9.16667E+00  1.09524E-02  1.70371E-02  3.83334E-02 -3.62340E-02 -4.81576E-02 -6.49744E-02
  9.25000E+00  1.00000E-02  1.55556E-02  3.50001E-02 -3.55360E-02 -4.73793E-02 -6.41338E-02
  9.33333E+00  9.04763E-03  1.40741E-02  3.16667E-02 -3.48754E-02 -4.66384E-02 -6.33296E-02
  9.41667E+00  8.09525E-03  1.25926E-02  2.83334E-02 -3.42499E-02 -4.59326E-02 -6.25597E-02
  9.50000E+00  7.14287E-03  1.11111E-02  2.50000E-02 -3.36575E-02 -4.52600E-02 -6.18225E-02
  9.58333E+00  6.19048E-03  9.62964E-03  2.16667E-02 -3.30963E-02 -4.46189E-02 -6.11164E-02
  9.66667E+00  5.23811E-03  8.14816E-03  1.83334E-02 -3.25646E-02 -4.40078E-02 -6.04399E-02
  9.75000E+00  4.28573E-03  6.66669E-03  1.50000E-02 -3.20610E-02 -4.34252E-02 -5.97919E-02
  9.83333E+00  3.33334E-03  5.18519E-03  1.16667E-02 -3.15841E-02 -4.28699E-02 -5.91710E-02
  9.91667E+00  2.38096E-03  3.70372E-03  8.33336E-03 -3.11326E-02 -4.23408E-02 -5.85763E-02
  1.00000E+01  1.42858E-03  2.22224E-03  5.00003E-03 -3.07053E-02 -4.18366E-02 -5.80067E-02
  1.00833E+01  1.82541E-03  2.83953E-03  6.38893E-03 -3.02889E-02 -4.13441E-02 -5.74489E-02
  1.01667E+01  2.22223E-03  3.45681E-03  7.77782E-03 -2.98710E-02 -4.08509E-02 -5.68907E-02
  1.02500E+01  2.61906E-03  4.07409E-03  9.16670E-03 -2.94529E-02 -4.03581E-02 -5.63330E-02
  1.03333E+01  3.01588E-03  4.69138E-03  1.05556E-02 -2.90354E-02 -3.98666E-02 -5.57767E-02
  1.04167E+01  3.41271E-03  5.30866E-03  1.19445E-02 -2.86193E-02 -3.93770E-02 -5.52222E-02
  1.05000E+01  3.80953E-03  5.92594E-03  1.33334E-02 -2.82049E-02 -3.88897E-02 -5.46701E-02
  1.05833E+01  4.20636E-03  6.54323E-03  1.47223E-02 -2.77928E-02 -3.84050E-02 -5.41205E-02
  1.06667E+01  4.60318E-03  7.16051E-03  1.61111E-02 -2.73830E-02 -3.79232E-02 -5.35737E-02
  1.07500E+01  5.00001E-03  7.77779E-03  1.75000E-02 -2.69759E-02 -3.74444E-02 -5.30299E-02
  1.08333E+01  5.39684E-03  8.39508E-03  1.88889E-02 -2.65716E-02 -3.69687E-02 -5.24890E-02
  1.09167E+01  5.79366E-03  9.01236E-03  2.02778E-02 -2.61701E-02 -3.64962E-02 -5.19513E-02
  1.10000E+01  6.19048E-03  9.62964E-03  2.16667E-02 -2.57716E-02 -3.60270E-02 -5.14167E-02
  1.10833E+01 -5.05163E-02 -7.85809E-02 -1.76807E-01 -2.58994E-02 -3.60845E-02 -5.14087E-02
  1.11667E+01 -1.07222E-01 -1.66790E-01 -3.75278E-01 -2.70307E-02 -3.71492E-02 -5.24112E-02
  1.12500E+01 -1.63929E-01 -2.55000E-01 -5.73750E-01 -2.90771E-02 -3.91390E-02 -5.43484E-02
  1.13333E+01 -2.20635E-01 -3.43211E-01 -7.72224E-01 -3.19624E-02 -4.19828E-02 -5.71545E-02
  1.14167E+01 -2.77341E-01 -4.31420E-01 -9.70695E-01 -3.56244E-02 -4.56228E-02 -6.07761E-02
  1.15000E+01 -3.34048E-01 -5.19630E-01 -1.16917E+00 -4.00106E-02 -5.00099E-02 -6.51681E-02
  1.15833E+01 -3.90754E-01 -6.07840E-01 -1.36764E+00 -4.50759E-02 -5.51023E-02 -7.02918E-02
  1.16667E+01 -4.47461E-01 -6.96050E-01 -1.56611E+00 -5.07809E-02 -6.08629E-02 -7.61132E-02
  1.17500E+01 -5.04167E-01 -7.84259E-01 -1.76458E+00 -5.70907E-02 -6.72593E-02 -8.26024E-02
  1.18333E+01 -5.60873E-01 -8.72470E-01 -1.96306E+00 -6.39741E-02 -7.42623E-02 -8.97323E-02
  1.19167E+01 -6.17580E-01 -9.60679E-01 -2.16153E+00 -7.14032E-02 -8.18454E-02 -9.74786E-02
  1.20000E+01 -6.74286E-01 -1.04889E+00 -2.36000E+00 -7.93524E-02 -8.99847E-02 -1.05819E-01
  1.20833E+01 -6.38452E-01 -9.93148E-01 -2.23458E+00 -8.69504E-02 -9.78101E-02 -1.13885E-01
  1.21667E+01 -6.02619E-01 -9.37407E-01 -2.10917E+00 -9.34026E-02 -1.04523E-01 -1.20874E-01
  1.22500E+01 -5.66786E-01 -8.81667E-01 -1.98375E+00 -9.88327E-02 -1.10237E-01 -1.26891E-01
  1.23333E+01 -5.30952E-01 -8.25925E-01 -1.85833E+00 -1.03346E-01 -1.15050E-01 -1.32027E-01
  1.24167E+01 -4.95119E-01 -7.70185E-01 -1.73292E+00 -1.07027E-01 -1.19041E-01 -1.36353E-01
  1.25000E+01 -4.59286E-01 -7.14444E-01 -1.60750E+00 -1.09944E-01 -1.22273E-01 -1.39927E-01
  1.25833E+01 -4.23452E-01 -6.58703E-01 -1.48208E+00 -1.12155E-01 -1.24800E-01 -1.42801E-01
  1.26667E+01 -3.87619E-01 -6.02963E-01 -1.35667E+00 -1.13712E-01 -1.26668E-01 -1.45015E-01
  1.27500E+01 -3.51786E-01 -5.47222E-01 -1.23125E+00 -1.14657E-01 -1.27918E-01 -1.46606E-01
  1.28333E+01 -3.15952E-01 -4.91481E-01 -1.10583E+00 -1.15030E-01 -1.28586E-01 -1.47608E-01
  1.29167E+01 -2.80119E-01 -4.35741E-01 -9.80416E-01 -1.14862E-01 -1.28702E-01 -1.48049E-01
  1.30000E+01 -2.44286E-01 -3.80000E-01 -8.55000E-01 -1.14187E-01 -1.28295E-01 -1.47955E-01
  1.30833E+01 -2.43333E-01 -3.78518E-01 -8.51667E-01 -1.13349E-01 -1.27711E-01 -1.47668E-01
  1.31667E+01 -2.42381E-01 -3.77037E-01 -8.48333E-01 -1.12666E-01 -1.27265E-01 -1.47507E-01
  1.32500E+01 -2.41429E-01 -3.75556E-01 -8.45000E-01 -1.12105E-01 -1.26929E-01 -1.47442E-01
  1.33333E+01 -2.40476E-01 -3.74074E-01 -8.41667E-01 -1.11642E-01 -1.26679E-01 -1.47454E-01
  1.34167E+01 -2.39524E-01 -3.72593E-01 -8.38333E-01 -1.11258E-01 -1.26497E-01 -1.47524E-01
  1.35000E+01 -2.38571E-01 -3.71111E-01 -8.35000E-01 -1.10936E-01 -1.26370E-01 -1.47641E-01
  1.35833E+01 -2.37619E-01 -3.69630E-01 -8.31667E-01 -1.10667E-01 -1.26287E-01 -1.47796E-01
  1.36667E+01 -2.36667E-01 -3.68148E-01 -8.28333E-01 -1.10442E-01 -1.26240E-01 -1.47980E-01
  1.37500E+01 -2.35714E-01 -3.66667E-01 -8.25000E-01 -1.10252E-01 -1.26223E-01 -1.48187E-01
  1.38333E+01 -2.34762E-01 -3.65185E-01 -8.21667E-01 -1.10091E-01 -1.26229E-01 -1.48413E-01
  1.39167E+01 -2.33810E-01 -3.63704E-01 -8.18333E-01 -1.09956E-01 -1.26256E-01 -1.48654E-01
  1.40000E+01 -2.32857E-01 -3.62222E-01 -8.15000E-01 -1.09842E-01 -1.26298E-01 -1.48906E-01
  1.40833E+01 -2.08293E-01 -3.24012E-01 -7.29027E-01 -1.09528E-01 -1.26136E-01 -1.48951E-01
  1.41667E+01 -1.83730E-01 -2.85802E-01 -6.43055E-01 -1.08815E-01 -1.25569E-01 -1.48584E-01
  1.42500E+01 -1.59167E-01 -2.47593E-01 -5.57083E-01 -1.07736E-01 -1.24629E-01 -1.47837E-01
  1.43333E+01 -1.34603E-01 -2.09382E-01 -4.71110E-01 -1.06322E-01 -1.23343E-01 -1.46734E-01
  1.44167E+01 -1.10040E-01 -1.71173E-01 -3.85139E-01 -1.04596E-01 -1.21734E-01 -1.45296E-01
  1.45000E+01 -8.54762E-02 -1.32963E-01 -2.99167E-01 -1.02577E-01 -1.19820E-01 -1.43541E-01
  1.45833E+01 -6.09125E-02 -9.47528E-02 -2.13194E-01 -1.00284E-01 -1.17618E-01 -1.41483E-01
  1.46667E+01 -3.63491E-02 -5.65431E-02 -1.27222E-01 -9.77317E-02 -1.15141E-01 -1.39136E-01
  1.47500E+01 -1.17857E-02 -1.83333E-02 -4.12500E-02 -9.49328E-02 -1.12402E-01 -1.36510E-01
  1.48333E+01  1.27780E-02  1.98768E-02  4.47229E-02 -9.18997E-02 -1.09413E-01 -1.33618E-01
  1.49167E+01  3.73414E-02  5.80866E-02  1.30695E-01 -8.86432E-02 -1.06183E-01 -1.30467E-01
  1.50000E+01  6.19048E-02  9.62963E-02  2.16667E-01 -8.51730E-02 -1.02723E-01 -1.27067E-01
  1.50833E+01  6.23413E-02  9.69753E-02  2.18194E-01 -8.17192E-02 -9.92612E-02 -1.23647E-01
  1.51667E+01  6.27778E-02  9.76543E-02  2.19722E-01 -7.84919E-02 -9.60091E-02 -1.20419E-01
  1.52500E+01  6.32143E-02  9.83333E-02  2.21250E-01 -7.54611E-02 -9.29392E-02 -1.17357E-01
  1.53333E+01  6.36508E-02  9.90124E-02  2.22778E-01 -7.26019E-02 -9.00284E-02 -1.14440E-01
  1.54167E+01  6.40873E-02  9.96914E-02  2.24306E-01 -6.98946E-02 -8.72585E-02 -1.11652E-01
  1.55000E+01  6.45238E-02  1.00370E-01  2.25833E-01 -6.73231E-02 -8.46148E-02 -1.08979E-01
  1.55833E+01  6.49603E-02  1.01049E-01  2.27361E-01 -6.48741E-02 -8.20853E-02 -1.06409E-01
  1.56667E+01  6.53968E-02  1.01728E-01  2.28889E-01 -6.25366E-02 -7.96595E-02 -1.03935E-01
  1.57500E+01  6.58333E-02  1.02407E-01  2.30417E-01 -6.03008E-02 -7.73289E-02 -1.01547E-01
  1.58333E+01  6.62699E-02  1.03086E-01  2.31944E-01 -5.81584E-02 -7.50857E-02 -9.92389E-02
  1.59167E+01  6.67064E-02  1.03765E-01  2.33472E-01 -5.61022E-02 -7.29233E-02 -9.70048E-02
  1.60000E+01  6.71429E-02  1.04444E-01  2.35000E-01 -5.41257E-02 -7.08359E-02 -9.48392E-02
  1.60833E+01  6.85318E-02  1.06605E-01  2.39861E-01 -5.22144E-02 -6.88096E-02 -9.27288E-02
  1.61667E+01  6.99207E-02  1.08765E-01  2.44722E-01 -5.03554E-02 -6.68316E-02 -9.06613E-02
  1.62500E+01  7.13095E-02  1.10926E-01  2.49583E-01 -4.85455E-02 -6.48992E-02 -8.86341E-02
  1.63333E+01  7.26984E-02  1.13086E-01  2.54445E-01 -4.67819E-02 -6.30097E-02 -8.66451E-02
  1.64167E+01  7.40873E-02  1.15247E-01  2.59306E-01 -4.50618E-02 -6.11607E-02 -8.46920E-02
  1.65000E+01  7.54762E-02  1.17407E-01  2.64167E-01 -4.33826E-02 -5.93498E-02 -8.27727E-02
  1.65833E+01  7.68651E-02  1.19568E-01  2.69028E-01 -4.17421E-02 -5.75750E-02 -8.08853E-02
  1.66667E+01  7.82540E-02  1.21728E-01  2.73889E-01 -4.01380E-02 -5.58342E-02 -7.90281E-02
  1.67500E+01  7.96429E-02  1.23889E-01  2.78750E-01 -3.85683E-02 -5.41256E-02 -7.71994E-02
  1.68333E+01  8.10318E-02  1.26049E-01  2.83611E-01 -3.70310E-02 -5.24474E-02 -7.53975E-02
  1.69167E+01  8.24207E-02  1.28210E-01  2.88472E-01 -3.55244E-02 -5.07980E-02 -7.36212E-02
  1.70000E+01  8.38095E-02  1.30370E-01  2.93333E-01 -3.40470E-02 -4.91759E-02 -7.18690E-02
  1.70833E+01  8.35317E-02  1.29938E-01  2.92361E-01 -3.26123E-02 -4.75950E-02 -7.01550E-02
  1.71667E+01  8.32540E-02  1.29506E-01  2.91389E-01 -3.12329E-02 -4.60679E-02 -6.84920E-02
  1.72500E+01  8.29762E-02  1.29074E-01  2.90417E-01 -2.99050E-02 -4.45912E-02 -6.68769E-02
  1.73333E+01  8.26984E-02  1.28642E-01  2.89444E-01 -2.86250E-02 -4.31614E-02 -6.53067E-02
  1.74167E+01  8.24206E-02  1.28210E-01  2.88472E-01 -2.73899E-02 -4.17760E-02 -6.37788E-02
  1.75000E+01  8.21429E-02  1.27778E-01  2.87500E-01 -2.61972E-02 -4.04325E-02 -6.22910E-02
  1.75833E+01  8.18651E-02  1.27346E-01  2.86528E-01 -2.50445E-02 -3.91286E-02 -6.08415E-02
  1.76667E+01  8.15873E-02  1.26914E-01  2.85556E-01 -2.39297E-02 -3.78625E-02 -5.94283E-02
  1.77500E+01  8.13095E-02  1.26481E-01  2.84583E-01 -2.28508E-02 -3.66323E-02 -5.80499E-02
  1.78333E+01  8.10318E-02  1.26049E-01  2.83611E-01 -2.18062E-02 -3.54365E-02 -5.67047E-02
  1.79167E+01  8.07540E-02  1.25617E-01  2.82639E-01 -2.07942E-02 -3.42734E-02 -5.53914E-02
  1.80000E+01  8.04762E-02  1.25185E-01  2.81667E-01 -1.98133E-02 -3.31418E-02 -5.41088E-02
  1.80833E+01  7.97619E-02  1.24074E-01  2.79167E-01 -1.88661E-02 -3.20443E-02 -5.28596E-02
  1.81667E+01  7.90476E-02  1.22963E-01  2.76667E-01 -1.79551E-02 -3.09833E-02 -5.16465E-02
  1.82500E+01  7.83333E-02  1.21852E-01  2.74167E-01 -1.70782E-02 -2.99572E-02 -5.04678E-02
  1.83333E+01  7.76191E-02  1.20741E-01  2.71667E-01 -1.62338E-02 -2.89642E-02 -4.93220E-02
  1.84167E+01  7.69048E-02  1.19630E-01  2.69167E-01 -1.54204E-02 -2.80031E-02 -4.82078E-02
  1.85000E+01  7.61905E-02  1.18519E-01  2.66667E-01 -1.46366E-02 -2.70724E-02 -4.71241E-02
  1.85833E+01  7.54762E-02  1.17407E-01  2.64167E-01 -1.38811E-02 -2.61709E-02 -4.60697E-02
  1.86667E+01  7.47619E-02  1.16296E-01  2.61667E-01 -1.31527E-02 -2.52975E-02 -4.50436E-02
  1.87500E+01  7.40476E-02  1.15185E-01  2.59167E-01 -1.24503E-02 -2.44513E-02 -4.40447E-02
